Education,Gender,LoanAmount,Loan_ID,Loan_Status,Married,Self_Employed,Singleton,Small_Family,Large_Family,Total_Income,Debt_Income_Ratio,Very_Short_Term,Short_Term,Long_Term,Very_Long_Term,Credit_History_Bad,Credit_History_Good,Credit_History_Unknown,rural,semi_urban,urban
0,1.0,0.13748191027496381,LP001043,0.0,1.0,0.0,0,0,0,0.07815681641066895,0.12397770441764405,0,0,0,1,1,0,0,0,0,1
1,1.0,0.44283646888567296,LP001046,1.0,1.0,0.0,1,0,0,0.1274290454762563,0.05237376382513324,0,0,0,1,0,1,0,0,0,1
0,1.0,0.1548480463096961,LP001047,0.0,1.0,0.0,0,0,0,0.03857563035772644,0.056500189629144895,0,0,0,1,1,0,0,0,1,0
0,1.0,0.14905933429811866,LP001050,0.0,1.0,0.0,0,1,0,0.0482666733703713,0.07255691795803938,0,0,0,1,1,0,0,1,0,0
1,1.0,0.20549927641099855,LP001052,0.0,1.0,0.0,1,0,0,0.06536112018904447,0.06639654835065491,0,0,0,1,0,0,1,0,1,0
1,1.0,0.2633863965267728,LP001066,1.0,1.0,1.0,0,0,0,0.10203876417205059,0.0781693345241496,0,0,0,1,0,1,0,0,1,0
1,1.0,0.16353111432706222,LP001068,1.0,1.0,0.0,0,0,0,0.04537570074662511,0.06139498050251541,0,0,0,1,0,1,0,0,1,0
0,1.0,0.14616497829232997,LP001073,1.0,1.0,0.0,0,1,0,0.04806556223132809,0.07393887113533437,0,0,0,1,0,1,0,0,0,1
0,1.0,0.03762662807525326,LP001086,0.0,0.0,0.0,0,0,0,0.0,0.060987707569549285,0,0,0,1,0,1,0,0,0,1
1,0.0,0.16063675832127353,LP001087,1.0,0.0,0.0,0,1,0,0.05519243822117197,0.07536661634677594,0,0,0,1,0,1,0,0,1,0
1,1.0,0.2778581765557164,LP001091,0.0,1.0,0.0,1,0,0,0.07658563563689384,0.053782199633705535,0,0,0,1,0,0,1,0,0,1
1,1.0,0.09406657018813314,LP001095,0.0,0.0,0.0,0,0,0,0.021682294678096483,0.06408791798052096,0,0,0,1,0,1,0,0,0,1
1,1.0,0.14037626628075253,LP001097,0.0,0.0,1.0,1,0,0,0.0408507001181528,0.06693494899516196,0,0,0,1,0,1,0,1,0,0
1,1.0,0.15195369030390737,LP001098,1.0,1.0,0.0,0,0,0,0.0468211870584982,0.06899311033676493,0,0,0,1,0,1,0,0,1,0
1,1.0,0.45007235890014474,LP001100,0.0,0.0,0.0,0,0,1,0.17670127454184367,0.07503504420961829,0,0,0,1,0,1,0,1,0,0
1,1.0,0.16931982633863965,LP001106,1.0,1.0,0.0,0,0,0,0.03645139395158249,0.047906589851813064,0,0,0,1,0,1,0,0,0,1
1,1.0,0.1316931982633864,LP001109,0.0,1.0,0.0,0,0,0,0.021569169662384674,0.0423161526849256,0,0,0,0,1,0,0,0,0,1
1,0.0,0.19536903039073805,LP001112,1.0,1.0,0.0,0,0,0,0.046305839764699964,0.050113219754151395,0,0,0,1,0,1,0,0,1,0
1,1.0,0.2532561505065123,LP001114,1.0,0.0,0.0,0,0,0,0.12486487845345534,0.10102108747222249,0,0,0,1,0,1,0,0,0,1
0,1.0,0.14616497829232997,LP001116,1.0,0.0,0.0,0,0,0,0.049950979159858216,0.07658556668692533,0,0,0,1,0,1,0,0,1,0
1,1.0,0.10274963820549927,LP001119,0.0,0.0,0.0,0,0,0,0.027124864878453454,0.06836316583998275,0,0,0,1,0,1,0,0,0,1
1,1.0,0.05499276410998553,LP001120,1.0,0.0,0.0,0,0,0,0.01974659996480555,0.10544693698695508,0,0,0,1,0,1,0,0,0,1
1,1.0,0.0955137481910275,LP001123,1.0,1.0,0.0,0,0,0,0.012041529450212423,0.04313133491481562,0,0,0,1,0,0,1,0,0,1
1,1.0,0.1808972503617945,LP001131,1.0,1.0,0.0,0,0,0,0.06077327232962116,0.0719408135084766,0,0,0,1,0,1,0,0,1,0
0,1.0,0.12590448625180897,LP001136,1.0,1.0,1.0,0,0,0,0.040888408456723396,0.07594484580547768,0,0,0,0,0,1,0,0,0,1
1,0.0,0.11432706222865413,LP001137,1.0,0.0,0.0,0,0,0,0.02473667010231529,0.05623247789519086,0,0,0,0,0,1,0,0,0,1
1,1.0,0.05065123010130246,LP001138,1.0,1.0,0.0,1,0,0,0.052879660122175015,0.23020859881976985,0,0,0,1,0,1,0,0,0,1
1,1.0,0.19536903039073805,LP001144,1.0,1.0,0.0,0,0,0,0.05504160486688957,0.05948080655596292,0,0,0,1,0,1,0,0,0,1
1,0.0,0.16063675832127353,LP001146,0.0,1.0,0.0,0,0,0,0.05835993866110259,0.07944252749622602,0,0,0,1,1,0,0,0,0,1
1,0.0,0.19536903039073805,LP001151,1.0,0.0,0.0,0,0,0,0.06074813343724075,0.06560006469700237,0,0,0,1,0,1,0,0,1,0
0,0.0,0.1316931982633864,LP001155,1.0,1.0,0.0,0,0,0,0.02677292038512783,0.05035152037955575,0,0,0,1,0,1,0,0,1,0
1,0.0,0.16063675832127353,LP001157,1.0,0.0,0.0,0,0,0,0.020664169536690213,0.030935949967651498,0,0,0,1,0,1,0,0,1,0
1,0.0,0.14905933429811866,LP001164,0.0,0.0,0.0,0,0,0,0.03504361597828,0.054326226932437854,0,0,0,1,0,1,0,0,1,0
1,1.0,0.1808972503617945,LP001179,0.0,1.0,0.0,0,1,0,0.039895422207697526,0.04788221926811919,0,0,0,1,0,1,0,0,0,1
1,0.0,0.40086830680173663,LP001186,0.0,1.0,1.0,1,0,0,0.12642348978104026,0.059065799415163225,0,0,0,1,1,0,0,0,0,1
1,1.0,0.12735166425470332,LP001194,1.0,1.0,0.0,0,1,0,0.03058146258075869,0.05855856857326435,0,0,0,1,0,1,0,0,1,0
1,1.0,0.12590448625180897,LP001195,1.0,1.0,0.0,0,0,0,0.02867090675984816,0.05629313133491482,0,0,0,1,0,1,0,0,1,0
1,1.0,0.18234442836468887,LP001197,0.0,1.0,0.0,0,0,0,0.051836396088388345,0.06104521601610237,0,0,0,1,0,1,0,1,0,0
1,1.0,0.24746743849493488,LP001198,1.0,1.0,0.0,1,0,0,0.11171723773850524,0.09240888505499245,0,0,0,1,0,1,0,0,0,1
0,1.0,0.19536903039073805,LP001199,1.0,1.0,0.0,0,1,0,0.06000653611201891,0.06480483070951046,0,0,0,1,0,1,0,0,0,1
1,1.0,0.16063675832127353,LP001205,1.0,1.0,0.0,0,0,0,0.06101209180723497,0.0828552943713608,0,0,0,1,0,1,0,0,0,1
1,1.0,0.13024602026049203,LP001206,1.0,1.0,0.0,0,0,1,0.019947711103848763,0.040406218754288625,0,0,0,1,0,1,0,0,0,1
0,1.0,0.22575976845151954,LP001207,0.0,1.0,1.0,0,0,0,0.058020563613967166,0.052283019977650134,0,0,1,0,1,0,0,1,0,0
1,1.0,0.16931982633863965,LP001213,0.0,1.0,0.0,1,0,0,0.04403077000427361,0.057195230906682284,0,0,0,1,1,0,0,1,0,0
1,0.0,0.1548480463096961,LP001222,0.0,0.0,0.0,0,0,0,0.03423917142210714,0.05072765536576116,0,0,0,1,1,0,0,0,1,0
1,1.0,0.36034732272069464,LP001225,0.0,1.0,0.0,0,0,0,0.11160411272279343,0.05866613839140182,0,0,0,1,0,1,0,0,1,0
0,1.0,0.16931982633863965,LP001228,0.0,0.0,0.0,0,0,0,0.05042861811508585,0.0650358914322684,0,0,1,0,1,0,0,0,0,1
1,1.0,0.4384949348769899,LP001233,1.0,1.0,0.0,1,0,0,0.1169964051383896,0.04789651797415438,0,0,0,1,0,1,0,0,0,1
0,1.0,0.1678726483357453,LP001238,1.0,1.0,1.0,0,0,1,0.07111792654415647,0.09126590467974983,1,0,0,0,0,1,0,0,0,1
1,0.0,0.1837916063675832,LP001241,0.0,0.0,0.0,0,0,0,0.03592347721159406,0.042389222240546,0,0,0,1,1,0,0,0,1,0
1,1.0,0.23589001447178004,LP001243,1.0,1.0,0.0,0,0,0,0.060735563991050553,0.051820292791550274,0,0,0,1,0,1,0,0,0,1
0,1.0,0.12735166425470332,LP001245,1.0,1.0,1.0,0,1,0,0.029010281806983583,0.056057395801142315,0,0,0,1,0,1,0,0,1,0
1,1.0,0.10419681620839363,LP001248,1.0,0.0,0.0,0,0,0,0.02586792025943337,0.06488869719406705,0,0,1,0,0,1,0,0,1,0
0,1.0,0.12445730824891461,LP001250,0.0,1.0,0.0,0,0,1,0.04164257522813545,0.07816986935745662,0,0,0,0,1,0,0,0,1,0
1,1.0,0.2575976845151954,LP001253,1.0,1.0,1.0,0,0,1,0.07036375977274441,0.054091768257874644,0,0,0,1,0,1,0,0,1,0
1,1.0,0.15050651230101303,LP001255,0.0,0.0,0.0,0,0,0,0.029010281806983583,0.04543294508770356,0,0,0,1,0,1,0,0,0,1
1,1.0,0.24167872648335745,LP001256,0.0,0.0,0.0,0,0,0,0.08871515121043767,0.07475934675632757,0,0,0,1,0,1,0,0,0,1
1,1.0,0.14616497829232997,LP001259,0.0,1.0,1.0,1,0,0,0.03242917117071822,0.05198894269414002,0,0,0,1,0,1,0,0,0,1
1,1.0,0.24746743849493488,LP001263,0.0,1.0,0.0,0,0,1,0.07196007943889993,0.058302781971102016,0,0,1,0,1,0,0,0,1,0
0,1.0,0.17510853835021709,LP001264,1.0,1.0,1.0,0,0,1,0.050994243193644886,0.06312270864783265,0,0,0,1,0,0,1,0,1,0
1,0.0,0.1476121562952243,LP001265,1.0,0.0,0.0,0,0,0,0.030216948641242868,0.04827212375195985,0,0,0,1,0,1,0,0,1,0
1,1.0,0.16931982633863965,LP001266,1.0,1.0,1.0,1,0,0,0.011978682219261419,0.017914908037832345,0,0,0,1,0,1,0,0,1,0
1,0.0,0.22865412445730826,LP001267,0.0,1.0,0.0,0,1,0,0.022838683727594962,0.01889901456521936,0,0,0,1,0,1,0,0,0,1
1,1.0,0.3704775687409551,LP001273,0.0,1.0,0.0,0,0,0,0.08557278966288745,0.04144677145682187,0,0,0,1,0,0,1,0,1,0
1,1.0,0.059334298118668596,LP001275,1.0,1.0,0.0,1,0,0,0.03200181000025139,0.13582919991373735,0,0,1,0,0,1,0,0,0,1
1,1.0,0.1837916063675832,LP001279,1.0,0.0,0.0,0,0,0,0.04342743658714397,0.050909246597064535,0,0,0,1,0,1,0,0,1,0
0,1.0,0.13024602026049203,LP001280,1.0,1.0,0.0,0,1,0,0.048907715126071546,0.08557648950144099,0,0,0,1,0,0,1,0,1,0
1,1.0,0.13748191027496381,LP001282,1.0,1.0,0.0,0,0,0,0.03992056110007793,0.06720608483601799,0,0,0,1,0,1,0,0,1,0
1,1.0,0.29088277858176553,LP001289,1.0,0.0,0.0,0,0,0,0.08954473465899092,0.06019285868326197,0,0,0,1,0,1,0,0,0,1
1,1.0,0.2402315484804631,LP001310,1.0,1.0,0.0,0,0,0,0.10583473692149124,0.09040081333374411,0,0,0,1,0,1,0,0,1,0
1,1.0,0.17655571635311143,LP001316,1.0,1.0,0.0,0,0,0,0.055506674375927,0.06781496986568376,0,0,0,1,0,1,0,0,1,0
1,1.0,0.2590448625180897,LP001318,1.0,1.0,0.0,0,1,0,0.13150154604188138,0.10391898650539831,0,0,1,0,0,1,0,0,1,0
0,1.0,0.10419681620839363,LP001319,1.0,1.0,0.0,0,1,0,0.04589104804042334,0.10305992859367888,0,0,0,1,0,1,0,0,0,1
1,1.0,0.16353111432706222,LP001322,1.0,0.0,0.0,0,0,0,0.03382437969783051,0.04677451857298918,0,0,0,1,0,1,0,0,1,0
0,1.0,0.023154848046309694,LP001325,1.0,0.0,0.0,0,0,0,0.027376253802257472,0.2620659909424197,0,1,0,0,0,1,0,0,1,0
1,1.0,0.16931982633863965,LP001326,0.0,0.0,0.0,0,0,0,0.06712084265567259,0.08549246742043809,0,0,0,1,0,0,1,0,0,1
1,0.0,0.18523878437047755,LP001327,1.0,1.0,0.0,0,0,0,0.04203222806003167,0.048826560087144186,0,0,0,1,0,1,0,0,1,0
1,1.0,0.059334298118668596,LP001333,1.0,1.0,0.0,0,0,0,0.019256391563387716,0.09646754367047661,0,0,0,1,0,1,0,0,1,0
0,1.0,0.15340086830680175,LP001334,1.0,1.0,0.0,0,0,0,0.034515699238291564,0.051705094185708525,0,0,1,0,0,1,0,0,1,0
1,1.0,0.17655571635311143,LP001343,1.0,1.0,0.0,0,0,0,0.04849292340179492,0.05954758192895842,0,0,0,1,0,1,0,0,1,0
0,1.0,0.17945007235890015,LP001345,1.0,1.0,0.0,0,1,0,0.07678674677593705,0.09121628742981025,0,0,1,0,0,1,0,0,0,1
1,1.0,0.20549927641099855,LP001349,1.0,0.0,0.0,0,0,0,0.0905879986927776,0.0921939424753673,0,0,0,1,0,1,0,0,1,0
1,1.0,0.16931982633863965,LP001350,1.0,1.0,0.0,0,0,0,0.1534477990899721,0.19128747034720725,0,0,0,1,0,1,0,0,0,1
1,1.0,0.16931982633863965,LP001356,1.0,1.0,0.0,0,0,0,0.08538424797003444,0.10787454943159064,0,0,0,1,0,1,0,0,1,0
1,1.0,0.21852387843704776,LP001357,1.0,0.0,0.0,0,0,0,0.03931722768294829,0.036459456545180076,0,0,0,1,0,1,0,0,0,1
1,1.0,0.1316931982633864,LP001367,1.0,1.0,0.0,1,0,0,0.03318333794213027,0.060250161742505935,0,0,0,1,0,1,0,0,0,1
1,1.0,0.3125904486251809,LP001369,1.0,1.0,0.0,0,1,0,0.13953342215741973,0.08922147940478758,0,0,0,1,0,1,0,0,0,1
0,1.0,0.16063675832127353,LP001370,0.0,0.0,0.0,0,0,0,0.07404660750647327,0.09962799223635972,0,0,0,1,0,1,0,1,0,0
1,1.0,0.2995658465991317,LP001379,0.0,1.0,0.0,0,1,0,0.07488876040121673,0.047516353964488535,0,0,0,1,1,0,0,0,0,1
0,1.0,0.12301013024602026,LP001384,1.0,1.0,0.0,0,0,1,0.017383544081047787,0.03935275466988469,0,0,0,1,0,1,0,0,1,0
1,1.0,0.1837916063675832,LP001385,1.0,0.0,0.0,0,0,0,0.04869403454083813,0.05688896218396783,0,0,0,1,0,1,0,0,0,1
1,0.0,0.18813314037626627,LP001387,1.0,1.0,0.0,0,0,0,0.04801528444656728,0.054497527705676736,0,0,0,1,0,1,0,0,1,0
0,1.0,0.20694645441389292,LP001391,0.0,1.0,0.0,0,0,0,0.07848362201161417,0.07916586268345006,0,0,0,0,1,0,0,1,0,0
1,0.0,0.16931982633863965,LP001392,1.0,0.0,1.0,1,0,0,0.07552980215691697,0.09579777565544226,0,0,0,1,0,1,0,0,1,0
1,1.0,0.1577424023154848,LP001398,1.0,0.0,0.0,0,0,0,0.0453505618542447,0.06408658432724255,0,0,0,1,0,1,0,0,1,0
1,1.0,0.25470332850940663,LP001401,1.0,1.0,0.0,1,0,0,0.1651750923854295,0.13401838327436774,0,0,1,0,0,1,0,1,0,0
1,0.0,0.2098408104196816,LP001404,1.0,1.0,0.0,0,0,0,0.050378340330325046,0.04971026385734171,0,0,0,1,0,1,0,0,1,0
1,1.0,0.10998552821997105,LP001405,1.0,1.0,0.0,1,0,0,0.027275698232735866,0.0634994735440003,0,0,0,1,0,0,1,0,0,1
1,1.0,0.2402315484804631,LP001421,0.0,1.0,0.0,0,0,0,0.078785288720179,0.06653316491573986,0,0,0,1,0,1,0,1,0,0
1,0.0,0.361794500723589,LP001422,1.0,0.0,0.0,0,0,0,0.11269765454134091,0.059018320825523767,0,0,0,1,0,1,0,0,0,1
1,1.0,0.24746743849493488,LP001426,1.0,1.0,0.0,0,0,0,0.08662862314286432,0.07088634893249945,0,0,0,1,0,1,0,1,0,0
1,0.0,0.05065123010130246,LP001430,1.0,0.0,0.0,0,0,0,0.03423917142210714,0.1647911071029467,0,0,0,1,0,1,0,0,1,0
1,0.0,0.18523878437047755,LP001431,1.0,0.0,0.0,0,0,0,0.12160939189019332,0.13851927293792082,0,0,0,1,1,0,0,0,1,0
1,1.0,0.10419681620839363,LP001432,1.0,1.0,0.0,0,1,0,0.0190427109781543,0.051877411161431,0,0,0,1,0,1,0,0,1,0
0,1.0,0.26772793053545585,LP001439,1.0,1.0,0.0,0,0,0,0.06123834183865859,0.044191832170195365,0,0,0,1,0,1,0,1,0,0
1,0.0,0.12156295224312591,LP001443,1.0,0.0,0.0,0,0,0,0.028281253927951933,0.0580742554627227,0,0,0,1,0,0,1,1,0,0
1,1.0,0.5224312590448625,LP001448,1.0,1.0,0.0,0,0,1,0.28106538625908145,0.10588567864824065,0,0,0,1,0,1,0,1,0,0
1,1.0,0.16931982633863965,LP001449,1.0,0.0,0.0,0,0,0,0.05106965987078609,0.0658214978896454,0,0,0,1,0,1,0,1,0,0
1,1.0,0.21852387843704776,LP001451,0.0,1.0,1.0,1,0,0,0.1624098142235853,0.15525528358852705,0,0,1,0,1,0,0,0,0,1
1,1.0,0.2503617945007236,LP001465,0.0,1.0,0.0,0,0,0,0.0905879986927776,0.07325809838210097,0,0,0,1,0,0,1,1,0,0
1,1.0,0.9276410998552822,LP001469,1.0,0.0,1.0,0,0,0,0.2353503104653209,0.04123820109155455,0,0,0,1,0,0,1,0,0,1
1,1.0,0.09406657018813314,LP001473,1.0,0.0,0.0,0,0,0,0.03143618492169235,0.08444124521329611,0,0,0,1,0,1,0,0,0,1
1,1.0,0.08827785817655572,LP001478,1.0,0.0,0.0,0,0,0,0.016038613338696297,0.0563849779722111,0,0,0,1,0,1,0,0,1,0
1,1.0,0.023154848046309694,LP001482,1.0,1.0,1.0,0,0,0,0.025352572965635135,0.24956653008410618,0,1,0,0,0,1,0,0,1,0
1,1.0,0.1345875542691751,LP001487,1.0,0.0,0.0,0,0,0,0.043402297694763566,0.07416686752337338,0,0,0,1,0,1,0,0,1,0
1,1.0,0.40665701881331406,LP001488,0.0,1.0,0.0,0,0,1,0.12956585132859047,0.059662534486476834,0,0,0,1,0,1,0,0,1,0
1,0.0,0.1085383502170767,LP001489,0.0,1.0,0.0,0,0,0,0.0394806304834209,0.0869173418774454,0,0,0,1,0,1,0,1,0,0
1,1.0,0.11432706222865413,LP001491,1.0,1.0,1.0,0,1,0,0.06754820382613942,0.13135451996784756,0,0,0,1,0,1,0,0,0,1
1,1.0,0.33719247467438496,LP001492,0.0,0.0,0.0,0,0,0,0.17040398200055307,0.10131853560206533,0,0,0,1,1,0,0,0,1,0
0,1.0,0.1736613603473227,LP001493,0.0,1.0,0.0,0,1,0,0.0526408406445612,0.06573014830157832,0,0,0,1,0,1,0,1,0,0
1,1.0,0.25470332850940663,LP001497,0.0,1.0,0.0,0,1,0,0.07143216269891149,0.055773478891874416,0,0,0,1,0,1,0,1,0,0
1,1.0,0.2301013024602026,LP001498,1.0,0.0,0.0,0,0,0,0.049963548606048416,0.0436050093964694,0,0,0,1,0,1,0,0,0,1
1,1.0,0.2402315484804631,LP001504,1.0,0.0,1.0,0,0,0,0.06923250961562634,0.05810406974953018,0,0,1,0,0,1,0,0,1,0
1,1.0,0.16353111432706222,LP001507,1.0,1.0,0.0,0,0,0,0.04135347796576083,0.05630406884043881,0,0,0,1,0,1,0,0,1,0
1,1.0,0.2575976845151954,LP001508,1.0,1.0,0.0,0,1,0,0.12965383745192186,0.10305044636318661,0,0,1,0,0,1,0,0,0,1
1,0.0,0.1316931982633864,LP001514,1.0,1.0,0.0,0,0,0,0.06754820382613942,0.11331464308820358,0,0,0,1,0,1,0,0,1,0
1,0.0,0.08827785817655572,LP001516,1.0,1.0,0.0,0,1,0,0.16873224565725634,0.3932160571798269,0,0,0,1,0,1,0,0,0,1
1,1.0,0.030390738060781478,LP001518,1.0,1.0,0.0,1,0,0,0.019118127655295507,0.17271943066637913,0,0,0,1,0,1,0,0,0,1
1,0.0,0.3125904486251809,LP001519,0.0,0.0,0.0,0,0,0,0.1285100178486136,0.08165624326072893,0,0,0,1,0,1,0,1,0,0
1,1.0,0.1678726483357453,LP001520,1.0,1.0,0.0,0,0,0,0.05339500741597325,0.06937243907698945,0,0,0,1,0,1,0,0,1,0
1,1.0,0.1577424023154848,LP001528,0.0,0.0,0.0,0,0,0,0.06077327232962116,0.08426875938928954,0,0,0,1,1,0,0,1,0,0
1,1.0,0.20694645441389292,LP001529,1.0,1.0,1.0,0,0,0,0.0614017446391312,0.06181259434979513,0,0,0,1,0,1,0,1,0,0
1,1.0,0.34008683068017365,LP001531,0.0,0.0,0.0,0,0,0,0.09708640237311145,0.0539336130977844,0,0,0,1,0,1,0,0,0,1
0,1.0,0.15050651230101303,LP001532,0.0,1.0,0.0,0,1,0,0.010545765353578521,0.020201114162536428,0,0,0,1,0,1,0,1,0,0
1,1.0,0.059334298118668596,LP001535,1.0,0.0,0.0,0,0,0,0.02277583649664396,0.10733664006901014,0,0,0,1,0,1,0,0,0,1
1,1.0,0.8552821997105644,LP001536,1.0,1.0,0.0,0,0,1,0.48464013675557455,0.11041298253180938,0,0,1,0,1,0,0,0,1,0
1,1.0,0.21852387843704776,LP001541,1.0,1.0,0.0,1,0,0,0.05729153573493552,0.053806340306232485,0,0,0,1,0,0,1,1,0,0
1,1.0,0.2575976845151954,LP001543,1.0,1.0,0.0,1,0,0,0.10176223635586616,0.0800190054652245,0,0,0,1,0,1,0,0,0,1
1,1.0,0.16063675832127353,LP001546,1.0,0.0,0.0,0,0,0,0.04551396465471731,0.06291244339012293,0,0,0,1,0,1,0,1,0,0
1,1.0,0.35600578871201155,LP001552,1.0,1.0,0.0,0,0,0,0.11018376530330073,0.058719506780499565,0,0,0,1,0,1,0,0,1,0
0,1.0,0.1287988422575977,LP001560,1.0,1.0,0.0,0,0,0,0.018376530330073658,0.03853652739940056,0,0,0,1,0,1,0,0,1,0
1,1.0,0.3849493487698987,LP001562,0.0,1.0,0.0,0,0,0,0.08158827522059378,0.03701217479953732,0,0,0,1,0,1,0,0,0,1
1,1.0,0.16208393632416787,LP001565,0.0,1.0,0.0,1,0,0,0.036790768998717915,0.05110350272778959,0,0,0,1,1,0,0,0,1,0
1,1.0,0.21562952243125905,LP001570,1.0,1.0,0.0,0,1,0,0.052439729505517986,0.04998594136868283,0,0,0,1,0,1,0,1,0,0
1,1.0,0.0955137481910275,LP001572,1.0,1.0,0.0,0,0,0,0.09905980542497297,0.22229027388397676,0,0,1,0,0,1,0,0,0,1
1,1.0,0.2503617945007236,LP001574,1.0,1.0,0.0,0,0,0,0.06826466225898087,0.05431822867665007,0,0,0,0,0,1,0,1,0,0
1,0.0,0.14905933429811866,LP001577,0.0,1.0,0.0,0,0,0,0.0394806304834209,0.06044355956745433,0,0,0,1,0,1,0,1,0,0
1,1.0,0.1736613603473227,LP001578,1.0,1.0,0.0,0,0,0,0.05442570200356972,0.06786665396131221,0,0,0,1,0,1,0,1,0,0
1,1.0,0.07814761215629522,LP001579,0.0,0.0,0.0,0,0,0,0.009992709721209683,0.04993992421208294,0,0,0,1,1,0,0,0,1,0
1,1.0,0.276410998552822,LP001580,1.0,1.0,0.0,0,1,0,0.08243042811533724,0.05865861548414924,0,0,0,1,0,1,0,0,1,0
0,1.0,0.12445730824891461,LP001581,1.0,1.0,0.0,0,0,0,0.026986600970361246,0.05434775206292635,0,0,0,1,0,1,0,1,0,0
1,1.0,1.0,LP001585,1.0,1.0,0.0,0,0,1,0.6325071017370975,0.12454696694291258,0,0,1,0,0,1,0,0,0,1
0,1.0,0.10419681620839363,LP001586,0.0,1.0,0.0,0,0,1,0.026144448075617787,0.06541585795413701,0,0,1,0,0,1,0,1,0,0
1,1.0,0.2575976845151954,LP001594,1.0,1.0,0.0,0,0,0,0.1243243922672767,0.09864966630877654,0,0,0,1,0,1,0,0,1,0
0,1.0,0.11287988422575977,LP001603,0.0,1.0,1.0,0,0,0,0.04572764523995073,0.0943535133446863,0,0,0,1,0,1,0,0,1,0
1,1.0,0.1548480463096961,LP001606,1.0,1.0,0.0,0,0,0,0.05051660423841726,0.0723955738326653,0,0,0,1,0,1,0,1,0,0
1,1.0,0.13314037626628075,LP001608,1.0,1.0,0.0,0,1,0,0.02792930943462631,0.05143304927861774,0,0,0,1,0,1,0,1,0,0
1,1.0,0.703328509406657,LP001610,0.0,1.0,0.0,0,0,1,0.19324266572814802,0.046958260630893804,0,0,0,1,1,0,0,0,1,0
1,1.0,0.1548480463096961,LP001616,1.0,1.0,0.0,1,0,0,0.029010281806983583,0.04376715028295644,0,0,0,1,0,1,0,0,1,0
0,1.0,0.1345875542691751,LP001630,0.0,0.0,0.0,0,0,0,0.029437642977450412,0.053026170571743914,0,0,0,1,1,0,0,0,0,1
