Education,Gender,LoanAmount,Loan_ID,Loan_Status,Married,Self_Employed,Singleton,Small_Family,Large_Family,Total_Income,Debt_Income_Ratio,Very_Short_Term,Short_Term,Long_Term,Very_Long_Term,Credit_History_Bad,Credit_History_Good,Credit_History_Unknown,rural,semi_urban,urban
1,1.0,0.05499276410998553,LP001120,1.0,0.0,0.0,0,0,0,0.01974659996480555,0.11352405766063164,0,0,0,1,0,1,0,0,0,1
1,1.0,0.0955137481910275,LP001123,1.0,1.0,0.0,0,0,0,0.012041529450212423,0.05177111716621254,0,0,0,1,0,0,1,0,0,1
1,1.0,0.1808972503617945,LP001131,1.0,1.0,0.0,0,0,0,0.06077327232962116,0.08032046850217578,0,0,0,1,0,1,0,0,1,0
0,1.0,0.12590448625180897,LP001136,1.0,1.0,1.0,0,0,0,0.040888408456723396,0.08428834749158519,0,0,0,0,0,1,0,0,0,1
1,0.0,0.11432706222865413,LP001137,1.0,0.0,0.0,0,0,0,0.02473667010231529,0.06475396698188812,0,0,0,0,0,1,0,0,0,1
1,1.0,0.05065123010130246,LP001138,1.0,1.0,0.0,1,0,0,0.052879660122175015,0.23715921840621312,0,0,0,1,0,1,0,0,0,1
1,1.0,0.19536903039073805,LP001144,1.0,1.0,0.0,0,0,0,0.05504160486688957,0.06797296575305872,0,0,0,1,0,1,0,0,0,1
1,0.0,0.16063675832127353,LP001146,0.0,1.0,0.0,0,0,0,0.05835993866110259,0.0877544478281776,0,0,0,1,1,0,0,0,0,1
1,0.0,0.19536903039073805,LP001151,1.0,0.0,0.0,0,0,0,0.06074813343724075,0.07403697173692364,0,0,0,1,0,1,0,0,1,0
0,0.0,0.1316931982633864,LP001155,1.0,1.0,0.0,0,0,0,0.02677292038512783,0.0589261099535182,0,0,0,1,0,1,0,0,1,0
1,0.0,0.16063675832127353,LP001157,1.0,0.0,0.0,0,0,0,0.020664169536690213,0.03968584709087995,0,0,0,1,0,1,0,0,1,0
1,0.0,0.14905933429811866,LP001164,0.0,0.0,0.0,0,0,0,0.03504361597828,0.0628649279875438,0,0,0,1,0,1,0,0,1,0
1,1.0,0.1808972503617945,LP001179,0.0,1.0,0.0,0,1,0,0.039895422207697526,0.05647910471683896,0,0,0,1,0,1,0,0,0,1
1,0.0,0.40086830680173663,LP001186,0.0,1.0,1.0,1,0,0,0.12642348978104026,0.06756170580501403,0,0,0,1,1,0,0,0,0,1
1,1.0,0.12735166425470332,LP001194,1.0,1.0,0.0,0,1,0,0.03058146258075869,0.06705905486439638,0,0,0,1,0,1,0,0,1,0
1,1.0,0.12590448625180897,LP001195,1.0,1.0,0.0,0,0,0,0.02867090675984816,0.0648140727680718,0,0,0,1,0,1,0,0,1,0
1,1.0,0.18234442836468887,LP001197,0.0,1.0,0.0,0,0,0,0.051836396088388345,0.06952324980855194,0,0,0,1,0,1,0,1,0,0
1,1.0,0.24746743849493488,LP001198,1.0,1.0,0.0,1,0,0,0.11171723773850524,0.10060372923011165,0,0,0,1,0,1,0,0,0,1
0,1.0,0.19536903039073805,LP001199,1.0,1.0,0.0,0,1,0,0.06000653611201891,0.07324891809584869,0,0,0,1,0,1,0,0,0,1
1,1.0,0.16063675832127353,LP001205,1.0,1.0,0.0,0,0,0,0.06101209180723497,0.09113640006411285,0,0,0,1,0,1,0,0,0,1
1,1.0,0.13024602026049203,LP001206,1.0,1.0,0.0,0,0,1,0.019947711103848763,0.04907060669202038,0,0,0,1,0,1,0,0,0,1
0,1.0,0.22575976845151954,LP001207,0.0,1.0,1.0,0,0,0,0.058020563613967166,0.060840169607600296,0,0,1,0,1,0,0,1,0,0
1,1.0,0.507959479015919,LP001213,0.0,1.0,0.0,1,0,0,0.04403077000427361,0.016642624352193196,0,0,0,1,1,0,0,1,0,0
1,0.0,0.1548480463096961,LP001222,0.0,0.0,0.0,0,0,0,0.03423917142210714,0.059298848732389706,0,0,0,1,1,0,0,0,1,0
1,1.0,0.36034732272069464,LP001225,0.0,1.0,0.0,0,0,0,0.11160411272279343,0.06716565341046754,0,0,0,1,0,1,0,0,1,0
0,1.0,0.16931982633863965,LP001228,0.0,0.0,0.0,0,0,0,0.05042861811508585,0.07347789251940558,0,0,1,0,1,0,0,0,0,1
1,1.0,0.4384949348769899,LP001233,1.0,1.0,0.0,1,0,0,0.1169964051383896,0.05649327431664345,0,0,0,1,0,1,0,0,0,1
0,1.0,0.1678726483357453,LP001238,1.0,1.0,1.0,0,0,1,0.07111792654415647,0.09947106908158358,1,0,0,0,0,1,0,0,0,1
1,0.0,0.1837916063675832,LP001241,0.0,0.0,0.0,0,0,0,0.03592347721159406,0.051035705194082764,0,0,0,1,1,0,0,0,1,0
1,1.0,0.23589001447178004,LP001243,1.0,1.0,0.0,0,0,0,0.060735563991050553,0.06038162048927042,0,0,0,1,0,1,0,0,0,1
0,1.0,0.12735166425470332,LP001245,1.0,1.0,1.0,0,1,0,0.029010281806983583,0.06458046574341976,0,0,0,1,0,1,0,0,1,0
1,1.0,0.10419681620839363,LP001248,1.0,0.0,0.0,0,0,0,0.02586792025943337,0.07333202733106563,0,0,1,0,0,1,0,0,1,0
0,1.0,0.12445730824891461,LP001250,0.0,1.0,0.0,0,0,1,0.04164257522813545,0.08649328080579716,0,0,0,0,1,0,0,0,1,0
1,1.0,0.2575976845151954,LP001253,1.0,1.0,1.0,0,0,1,0.07036375977274441,0.06263258629305224,0,0,0,1,0,1,0,0,1,0
1,1.0,0.15050651230101303,LP001255,0.0,0.0,0.0,0,0,0,0.029010281806983583,0.054051945583519036,0,0,0,1,0,1,0,0,0,1
1,1.0,0.24167872648335745,LP001256,0.0,0.0,0.0,0,0,0,0.08871515121043767,0.0831135525798132,0,0,0,1,0,1,0,0,0,1
1,1.0,0.14616497829232997,LP001259,0.0,1.0,1.0,1,0,0,0.03242917117071822,0.060548747613982434,0,0,0,1,0,1,0,0,0,1
1,1.0,0.24746743849493488,LP001263,0.0,1.0,0.0,0,0,1,0.07196007943889993,0.06680557781695785,0,0,1,0,1,0,0,0,1,0
0,1.0,0.17510853835021709,LP001264,1.0,1.0,1.0,0,0,1,0.050994243193644886,0.07158198429235454,0,0,0,1,0,0,1,0,1,0
1,0.0,0.1476121562952243,LP001265,1.0,0.0,0.0,0,0,0,0.030216948641242868,0.05686548866545661,0,0,0,1,0,1,0,0,1,0
1,1.0,0.507959479015919,LP001266,1.0,1.0,1.0,1,0,0,0.011978682219261419,0.0030186461505583165,0,0,0,1,0,1,0,0,1,0
1,0.0,0.22865412445730826,LP001267,0.0,1.0,0.0,0,1,0,0.022838683727594962,0.027757595883725426,0,0,0,1,0,1,0,0,0,1
1,1.0,0.3704775687409551,LP001273,0.0,1.0,0.0,0,0,0,0.08557278966288745,0.050101764010318545,0,0,0,1,0,0,1,0,1,0
1,1.0,0.059334298118668596,LP001275,1.0,1.0,0.0,1,0,0,0.03200181000025139,0.1436319923064594,0,0,1,0,0,1,0,0,0,1
1,1.0,0.1837916063675832,LP001279,1.0,0.0,0.0,0,0,0,0.04342743658714397,0.059478800335649576,0,0,0,1,0,1,0,0,1,0
0,1.0,0.13024602026049203,LP001280,1.0,1.0,0.0,0,1,0,0.048907715126071546,0.09383302491172343,0,0,0,1,0,0,1,0,1,0
1,1.0,0.13748191027496381,LP001282,1.0,1.0,0.0,0,0,0,0.03992056110007793,0.07562849075912066,0,0,0,1,0,1,0,0,1,0
1,1.0,0.29088277858176553,LP001289,1.0,0.0,0.0,0,0,0,0.08954473465899092,0.0686785886016532,0,0,0,1,0,1,0,0,0,1
1,1.0,0.2402315484804631,LP001310,1.0,1.0,0.0,0,0,0,0.10583473692149124,0.0986137888397866,0,0,0,1,0,1,0,0,1,0
1,1.0,0.17655571635311143,LP001316,1.0,1.0,0.0,0,0,0,0.055506674375927,0.07623187802899516,0,0,0,1,0,1,0,0,1,0
1,1.0,0.2590448625180897,LP001318,1.0,1.0,0.0,0,1,0,0.13150154604188138,0.11200990338740865,0,0,1,0,0,1,0,0,1,0
0,1.0,0.10419681620839363,LP001319,1.0,1.0,0.0,0,1,0,0.04589104804042334,0.11115860210266365,0,0,0,1,0,1,0,0,0,1
1,1.0,0.16353111432706222,LP001322,1.0,0.0,0.0,0,0,0,0.03382437969783051,0.05538140570026197,0,0,0,1,0,1,0,0,1,0
0,1.0,0.023154848046309694,LP001325,1.0,0.0,0.0,0,0,0,0.027376253802257472,0.26872896297483573,0,1,0,0,0,1,0,0,1,0
1,1.0,0.507959479015919,LP001326,0.0,0.0,0.0,0,0,0,0.06712084265567259,0.02645723139391997,0,0,0,1,0,0,1,0,0,1
1,0.0,0.18523878437047755,LP001327,1.0,1.0,0.0,0,0,0,0.04203222806003167,0.05741491887035051,0,0,0,1,0,1,0,0,1,0
1,1.0,0.059334298118668596,LP001333,1.0,1.0,0.0,0,0,0,0.019256391563387716,0.10462574130469626,0,0,0,1,0,1,0,0,1,0
0,1.0,0.15340086830680175,LP001334,1.0,1.0,0.0,0,0,0,0.034515699238291564,0.06026746203753389,0,0,1,0,0,1,0,0,1,0
1,1.0,0.17655571635311143,LP001343,1.0,1.0,0.0,0,0,0,0.04849292340179492,0.06803913819620243,0,0,0,1,0,1,0,0,1,0
0,1.0,0.17945007235890015,LP001345,1.0,1.0,0.0,0,1,0,0.07678674677593705,0.0994218998369461,0,0,1,0,0,1,0,0,0,1
1,1.0,0.20549927641099855,LP001349,1.0,0.0,0.0,0,0,0,0.0905879986927776,0.10039072741535035,0,0,0,1,0,1,0,0,1,0
1,1.0,0.507959479015919,LP001350,1.0,1.0,0.0,0,0,0,0.1534477990899721,0.0631511460169899,0,0,0,1,0,1,0,0,0,1
1,1.0,0.507959479015919,LP001356,1.0,1.0,0.0,0,0,0,0.08538424797003444,0.03422022760057702,0,0,0,1,0,1,0,0,1,0
1,1.0,0.21852387843704776,LP001357,1.0,0.0,0.0,0,0,0,0.03931722768294829,0.04515948068600738,0,0,0,1,0,1,0,0,0,1
1,1.0,0.1316931982633864,LP001367,1.0,1.0,0.0,1,0,0,0.03318333794213027,0.0687353742586953,0,0,0,1,0,1,0,0,0,1
1,1.0,0.3125904486251809,LP001369,1.0,1.0,0.0,0,1,0,0.13953342215741973,0.09744510338195224,0,0,0,1,0,1,0,0,0,1
0,1.0,0.16063675832127353,LP001370,0.0,0.0,0.0,0,0,0,0.07404660750647327,0.10775765347010739,0,0,0,1,0,1,0,1,0,0
1,1.0,0.2995658465991317,LP001379,0.0,1.0,0.0,0,1,0,0.07488876040121673,0.05611654289326994,0,0,0,1,1,0,0,0,0,1
0,1.0,0.12301013024602026,LP001384,1.0,1.0,0.0,0,0,1,0.017383544081047787,0.048026654571620524,0,0,0,1,0,1,0,0,1,0
1,1.0,0.1837916063675832,LP001385,1.0,0.0,0.0,0,0,0,0.04869403454083813,0.06540452372646445,0,0,0,1,0,1,0,0,0,1
1,0.0,0.18813314037626627,LP001387,1.0,1.0,0.0,0,0,0,0.04801528444656728,0.06303468204759802,0,0,0,1,0,1,0,0,1,0
0,1.0,0.20694645441389292,LP001391,0.0,1.0,0.0,0,0,0,0.07848362201161417,0.08748028108418185,0,0,0,0,1,0,0,1,0,0
1,0.0,0.507959479015919,LP001392,1.0,0.0,1.0,1,0,0,0.07552980215691697,0.030031522145643003,0,0,0,1,0,1,0,0,1,0
1,1.0,0.1577424023154848,LP001398,1.0,0.0,0.0,0,0,0,0.0453505618542447,0.07253715692160576,0,0,0,1,0,1,0,0,1,0
1,1.0,0.25470332850940663,LP001401,1.0,1.0,0.0,1,0,0,0.1651750923854295,0.14183752593754198,0,0,1,0,0,1,0,1,0,0
1,0.0,0.2098408104196816,LP001404,1.0,1.0,0.0,0,0,0,0.050378340330325046,0.05829064348057777,0,0,0,1,0,1,0,0,1,0
1,1.0,0.10998552821997105,LP001405,1.0,1.0,0.0,1,0,0,0.027275698232735866,0.07195534729358966,0,0,0,1,0,0,1,0,0,1
1,1.0,0.2402315484804631,LP001421,0.0,1.0,0.0,0,0,0,0.078785288720179,0.07496164678405422,0,0,0,1,0,1,0,1,0,0
1,0.0,0.361794500723589,LP001422,1.0,0.0,0.0,0,0,0,0.11269765454134091,0.06751465591023213,0,0,0,1,0,1,0,0,0,1
1,1.0,0.24746743849493488,LP001426,1.0,1.0,0.0,0,0,0,0.08662862314286432,0.079275524923866,0,0,0,1,0,1,0,1,0,0
1,0.0,0.05065123010130246,LP001430,1.0,0.0,0.0,0,0,0,0.03423917142210714,0.17233239592592056,0,0,0,1,0,1,0,0,1,0
1,0.0,0.18523878437047755,LP001431,1.0,0.0,0.0,0,0,0,0.12160939189019332,0.14629777605666267,0,0,0,1,1,0,0,0,1,0
1,1.0,0.10419681620839363,LP001432,1.0,1.0,0.0,0,1,0,0.0190427109781543,0.06043822312455106,0,0,0,1,0,1,0,0,1,0
0,1.0,0.26772793053545585,LP001439,1.0,1.0,0.0,0,0,0,0.06123834183865859,0.052822038953506636,0,0,0,1,0,1,0,1,0,0
1,0.0,0.12156295224312591,LP001443,1.0,0.0,0.0,0,0,0,0.028281253927951933,0.06657911472578835,0,0,0,1,0,0,1,1,0,0
1,1.0,0.5224312590448625,LP001448,1.0,1.0,0.0,0,0,1,0.28106538625908145,0.11395883782484198,0,0,0,1,0,1,0,1,0,0
1,1.0,0.507959479015919,LP001449,1.0,0.0,0.0,0,0,0,0.05106965987078609,0.019634556820003205,0,0,0,1,0,1,0,1,0,0
1,1.0,0.21852387843704776,LP001451,0.0,1.0,1.0,1,0,0,0.1624098142235853,0.16288267350536947,0,0,1,0,1,0,0,0,0,1
1,1.0,0.2503617945007236,LP001465,0.0,1.0,0.0,0,0,0,0.0905879986927776,0.08162585931459149,0,0,0,1,0,0,1,1,0,0
1,1.0,0.9276410998552822,LP001469,1.0,0.0,1.0,0,0,0,0.2353503104653209,0.04989507687375936,0,0,0,1,0,0,1,0,0,1
1,1.0,0.09406657018813314,LP001473,1.0,0.0,0.0,0,0,0,0.03143618492169235,0.09270803099942385,0,0,0,1,0,1,0,0,0,1
1,1.0,0.08827785817655572,LP001478,1.0,0.0,0.0,0,0,0,0.016038613338696297,0.06490509010143568,0,0,0,1,0,1,0,0,1,0
1,1.0,0.023154848046309694,LP001482,1.0,1.0,1.0,0,0,0,0.025352572965635135,0.2563423625581023,0,1,0,0,0,1,0,0,1,0
1,1.0,0.1345875542691751,LP001487,1.0,0.0,0.0,0,0,0,0.043402297694763566,0.08252642297502429,0,0,0,1,0,1,0,0,1,0
1,1.0,0.40665701881331406,LP001488,0.0,1.0,0.0,0,0,1,0.12956585132859047,0.06815305282124125,0,0,0,1,0,1,0,0,1,0
1,0.0,0.1085383502170767,LP001489,0.0,1.0,0.0,0,0,0,0.0394806304834209,0.09516177043024295,0,0,0,1,0,1,0,1,0,0
1,1.0,0.11432706222865413,LP001491,1.0,1.0,1.0,0,1,0,0.06754820382613942,0.13919771525157004,0,0,0,1,0,1,0,0,0,1
1,1.0,0.33719247467438496,LP001492,0.0,0.0,0.0,0,0,0,0.17040398200055307,0.10943293253978242,0,0,0,1,1,0,0,0,1,0
0,1.0,0.1736613603473227,LP001493,0.0,1.0,0.0,0,1,0,0.0526408406445612,0.07416588078739512,0,0,0,1,0,1,0,1,0,0
1,1.0,0.25470332850940663,LP001497,0.0,1.0,0.0,0,1,0,0.07143216269891149,0.06429911238374134,0,0,0,1,0,1,0,1,0,0
1,1.0,0.2301013024602026,LP001498,1.0,0.0,0.0,0,0,0,0.049963548606048416,0.05224051473450417,0,0,0,1,0,1,0,0,0,1
1,1.0,0.2402315484804631,LP001504,1.0,0.0,1.0,0,0,0,0.06923250961562634,0.06660865981269892,0,0,1,0,0,1,0,0,1,0
1,1.0,0.16353111432706222,LP001507,1.0,1.0,0.0,0,0,0,0.04135347796576083,0.0648249115164,0,0,0,1,0,1,0,0,1,0
1,1.0,0.2575976845151954,LP001508,1.0,1.0,0.0,0,1,0,0.12965383745192186,0.11114920548936182,0,0,1,0,0,1,0,0,0,1
1,0.0,0.1316931982633864,LP001514,1.0,1.0,0.0,0,0,0,0.06754820382613942,0.12132072447507614,0,0,0,1,0,1,0,0,1,0
1,0.0,0.08827785817655572,LP001516,1.0,1.0,0.0,0,1,0,0.16873224565725634,0.3986948457857257,0,0,0,1,0,1,0,0,0,1
1,1.0,0.030390738060781478,LP001518,1.0,1.0,0.0,1,0,0,0.019118127655295507,0.18018913287385802,0,0,0,1,0,1,0,0,0,1
1,0.0,0.3125904486251809,LP001519,0.0,0.0,0.0,0,0,0,0.1285100178486136,0.0899481754554683,0,0,0,1,0,1,0,1,0,0
1,1.0,0.1678726483357453,LP001520,1.0,1.0,0.0,0,0,0,0.05339500741597325,0.07777528450072127,0,0,0,1,0,1,0,0,1,0
1,1.0,0.1577424023154848,LP001528,0.0,0.0,0.0,0,0,0,0.06077327232962116,0.09253710258869169,0,0,0,1,1,0,0,1,0,0
1,1.0,0.20694645441389292,LP001529,1.0,1.0,1.0,0,0,0,0.0614017446391312,0.07028369931078698,0,0,0,1,0,1,0,1,0,0
1,1.0,0.34008683068017365,LP001531,0.0,0.0,0.0,0,0,0,0.09708640237311145,0.06247585915145081,0,0,0,1,0,1,0,0,0,1
0,1.0,0.15050651230101303,LP001532,0.0,1.0,0.0,0,1,0,0.010545765353578521,0.029047938531106786,0,0,0,1,0,1,0,1,0,0
1,1.0,0.059334298118668596,LP001535,1.0,0.0,0.0,0,0,0,0.02277583649664396,0.1153966981888123,0,0,0,1,0,1,0,0,0,1
1,1.0,0.8552821997105644,LP001536,1.0,1.0,0.0,0,0,1,0.48464013675557455,0.11844526366404874,0,0,1,0,1,0,0,0,1,0
1,1.0,0.21852387843704776,LP001541,1.0,1.0,0.0,1,0,0,0.05729153573493552,0.06234973553454079,0,0,0,1,0,0,1,1,0,0
1,1.0,0.2575976845151954,LP001543,1.0,1.0,0.0,1,0,0,0.10176223635586616,0.08832572064801966,0,0,0,1,0,1,0,0,0,1
1,1.0,0.16063675832127353,LP001546,1.0,0.0,0.0,0,0,0,0.04551396465471731,0.07137361756691778,0,0,0,1,0,1,0,1,0,0
1,1.0,0.35600578871201155,LP001552,1.0,1.0,0.0,0,0,0,0.11018376530330073,0.06721853992438456,0,0,0,1,0,1,0,0,1,0
0,1.0,0.1287988422575977,LP001560,1.0,1.0,0.0,0,0,0,0.018376530330073658,0.04721779720062412,0,0,0,1,0,1,0,0,1,0
1,1.0,0.3849493487698987,LP001562,0.0,1.0,0.0,0,0,0,0.08158827522059378,0.045707208323012144,0,0,0,1,0,1,0,0,0,1
1,1.0,0.16208393632416787,LP001565,0.0,1.0,0.0,1,0,0,0.036790768998717915,0.05967130248410757,0,0,0,1,1,0,0,0,1,0
1,1.0,0.21562952243125905,LP001570,1.0,1.0,0.0,0,1,0,0.052439729505517986,0.05856383183770525,0,0,0,1,0,1,0,1,0,0
1,1.0,0.0955137481910275,LP001572,1.0,1.0,0.0,0,0,0,0.09905980542497297,0.2293123898060587,0,0,1,0,0,1,0,0,0,1
1,1.0,0.2503617945007236,LP001574,1.0,1.0,0.0,0,0,0,0.06826466225898087,0.06285700194980529,0,0,0,0,0,1,0,1,0,0
1,0.0,0.14905933429811866,LP001577,0.0,1.0,0.0,0,0,0,0.0394806304834209,0.06892702585121241,0,0,0,1,0,1,0,1,0,0
1,1.0,0.1736613603473227,LP001578,1.0,1.0,0.0,0,0,0,0.05442570200356972,0.07628309545730719,0,0,0,1,0,1,0,1,0,0
1,1.0,0.07814761215629522,LP001579,0.0,0.0,0.0,0,0,0,0.009992709721209683,0.05851823018035553,0,0,0,1,1,0,0,0,1,0
1,1.0,0.276410998552822,LP001580,1.0,1.0,0.0,0,1,0,0.08243042811533724,0.06715819842923546,0,0,0,1,0,1,0,0,1,0
0,1.0,0.12445730824891461,LP001581,1.0,1.0,0.0,0,0,0,0.026986600970361246,0.06288625876279093,0,0,0,1,0,1,0,1,0,0
1,1.0,1.0,LP001585,1.0,1.0,0.0,0,0,1,0.6325071017370975,0.1324516291530236,0,0,1,0,0,1,0,0,0,1
0,1.0,0.10419681620839363,LP001586,0.0,1.0,0.0,0,0,1,0.026144448075617787,0.07385442823814357,0,0,1,0,0,1,0,1,0,0
1,1.0,0.2575976845151954,LP001594,1.0,1.0,0.0,0,0,0,0.1243243922672767,0.10678816106722162,0,0,0,1,0,1,0,0,1,0
0,1.0,0.11287988422575977,LP001603,0.0,1.0,1.0,0,0,0,0.04572764523995073,0.10253079903388584,0,0,0,1,0,1,0,0,1,0
1,1.0,0.1548480463096961,LP001606,1.0,1.0,0.0,0,0,0,0.05051660423841726,0.08077112269318139,0,0,0,1,0,1,0,1,0,0
1,1.0,0.13314037626628075,LP001608,1.0,1.0,0.0,0,1,0,0.02792930943462631,0.059997873485056474,0,0,0,1,0,1,0,1,0,0
1,1.0,0.703328509406657,LP001610,0.0,1.0,0.0,0,0,1,0.19324266572814802,0.055563488709826275,0,0,0,1,1,0,0,0,1,0
1,1.0,0.1548480463096961,LP001616,1.0,1.0,0.0,1,0,0,0.029010281806983583,0.05240119161448288,0,0,0,1,0,1,0,0,1,0
0,1.0,0.1345875542691751,LP001630,0.0,0.0,0.0,0,0,0,0.029437642977450412,0.061576610127942834,0,0,0,1,1,0,0,0,0,1
